tract,year1,tract_T,aa,his,nhw,asian,total,position,raceethnicity,loantype,longitude,latitude
11001002600,2011,T11001002600,0,0,2,0,2,47,total,purchase,-77.03890074323489,38.94674718662363
11001002701,2011,T11001002701,0,0,2,0,2,48,total,purchase,-77.04488774053125,38.93581931586352
11001002701,2011,T11001002701,0,0,2,0,2,48,total,purchase,-77.04478390498328,38.93494868578154
11001002702,2011,T11001002702,0,0,4,0,4,49,total,purchase,-77.0440245242635,38.93142305306419
11001002702,2011,T11001002702,0,0,4,0,4,49,total,purchase,-77.0405099821187,38.93177274236829
11001002702,2011,T11001002702,0,0,4,0,4,49,total,purchase,-77.04010953718156,38.93191672630142
11001002702,2011,T11001002702,0,0,4,0,4,49,total,purchase,-77.04456882988472,38.932165450892896
11001002801,2011,T11001002801,0,0,1,0,1,50,total,purchase,-77.03534216947362,38.93556003387537
11001002802,2011,T11001002802,0,0,1,0,1,51,total,purchase,-77.0348756939784,38.9324374502535
11001002900,2011,T11001002900,0,0,2,0,2,52,total,purchase,-77.02949417398199,38.93242226642371
11001002900,2011,T11001002900,0,0,2,0,2,52,total,purchase,-77.02976908350416,38.93340156078766
11001003e3,2011,T11001003000,0,0,1,0,1,53,total,purchase,-77.02770715173263,38.92804617671497
11001003100,2011,T11001003100,1,0,3,0,4,54,total,purchase,-77.02474471453098,38.933614170759114
11001003100,2011,T11001003100,1,0,3,0,4,54,total,purchase,-77.0244762797072,38.9333138869905
11001003100,2011,T11001003100,1,0,3,0,4,54,total,purchase,-77.02358439755388,38.93024208036954
11001003100,2011,T11001003100,1,0,3,0,4,54,total,purchase,-77.0253482267275,38.929424435829254
11001003200,2011,T11001003200,1,1,2,1,5,55,total,purchase,-77.02219945324893,38.93429052520674
11001003200,2011,T11001003200,1,1,2,1,5,55,total,purchase,-77.01978220977655,38.932613846553224
11001003200,2011,T11001003200,1,1,2,1,5,55,total,purchase,-77.01999263305143,38.93324277522439
11001003200,2011,T11001003200,1,1,2,1,5,55,total,purchase,-77.02197628982434,38.935450220106965
11001003200,2011,T11001003200,1,1,2,1,5,55,total,purchase,-77.02081325241927,38.93063788211902
11001003301,2011,T11001003301,1,0,2,0,3,56,total,purchase,-77.01364388701037,38.920758353177646
11001003301,2011,T11001003301,1,0,2,0,3,56,total,purchase,-77.0122086957869,38.92051181493867
11001003301,2011,T11001003301,1,0,2,0,3,56,total,purchase,-77.01012482479987,38.922730594458876
11001003302,2011,T11001003302,0,0,1,0,1,57,total,purchase,-77.0119864062617,38.91494893232539
11001003400,2011,T11001003400,0,0,2,0,2,58,total,purchase,-77.01549695157966,38.91446618859845
11001003400,2011,T11001003400,0,0,2,0,2,58,total,purchase,-77.01578876692702,38.917171910776425
11001003500,2011,T11001003500,0,0,1,0,1,59,total,purchase,-77.02556900953347,38.926842118727684
11001003600,2011,T11001003600,0,1,3,1,5,60,total,purchase,-77.02719674453202,38.92508214637275
11001003600,2011,T11001003600,0,1,3,1,5,60,total,purchase,-77.02935849153374,38.921003302097205
11001003600,2011,T11001003600,0,1,3,1,5,60,total,purchase,-77.02884515642667,38.922280113081555
11001003600,2011,T11001003600,0,1,3,1,5,60,total,purchase,-77.0306084537966,38.922862026808666
11001003600,2011,T11001003600,0,1,3,1,5,60,total,purchase,-77.02895336536133,38.92154294066284
11001003700,2011,T11001003700,0,0,4,1,5,61,total,purchase,-77.0351390917001,38.92501720841353
11001003700,2011,T11001003700,0,0,4,1,5,61,total,purchase,-77.03276818537658,38.921631726071084
11001003700,2011,T11001003700,0,0,4,1,5,61,total,purchase,-77.03260991424837,38.92418950682469
11001003700,2011,T11001003700,0,0,4,1,5,61,total,purchase,-77.03393614505845,38.92460870678974
11001003700,2011,T11001003700,0,0,4,1,5,61,total,purchase,-77.03480891736578,38.92438751056618
11001003800,2011,T11001003800,0,0,3,0,3,62,total,purchase,-77.0411196354131,38.92114559393529
11001003800,2011,T11001003800,0,0,3,0,3,62,total,purchase,-77.04101996357872,38.91897723502
11001003800,2011,T11001003800,0,0,3,0,3,62,total,purchase,-77.0388707925886,38.92198687903958
11001003900,2011,T11001003900,0,0,3,0,3,63,total,purchase,-77.03826795680409,38.926323950193506
11001003900,2011,T11001003900,0,0,3,0,3,63,total,purchase,-77.04252656885382,38.92502309935062
11001003900,2011,T11001003900,0,0,3,0,3,63,total,purchase,-77.04390710354936,38.924295186903024
11001004001,2011,T11001004001,0,0,4,1,5,64,total,purchase,-77.04347466657943,38.92299551779068
11001004001,2011,T11001004001,0,0,4,1,5,64,total,purchase,-77.04802543630677,38.920337708228885
11001004001,2011,T11001004001,0,0,4,1,5,64,total,purchase,-77.0470125860955,38.922743984203
11001004001,2011,T11001004001,0,0,4,1,5,64,total,purchase,-77.0455736165368,38.9205029354135
11001004001,2011,T11001004001,0,0,4,1,5,64,total,purchase,-77.04861038835293,38.920437366472235
11001004002,2011,T11001004002,0,0,3,0,3,65,total,purchase,-77.04334444898743,38.920543122497776
11001004002,2011,T11001004002,0,0,3,0,3,65,total,purchase,-77.04494090036312,38.91629326079319
11001004002,2011,T11001004002,0,0,3,0,3,65,total,purchase,-77.04207189069767,38.9193990315128
11001004100,2011,T11001004100,0,0,1,0,1,66,total,purchase,-77.054130682933,38.916808179811845
11001004201,2011,T11001004201,0,0,3,0,3,67,total,purchase,-77.03984175116024,38.91812710362837
11001004201,2011,T11001004201,0,0,3,0,3,67,total,purchase,-77.04035820074701,38.91414264535646
11001004201,2011,T11001004201,0,0,3,0,3,67,total,purchase,-77.03697093359362,38.91602925940727
11001004202,2011,T11001004202,0,0,2,0,2,68,total,purchase,-77.04343001020062,38.910865280478944
11001004202,2011,T11001004202,0,0,2,0,2,68,total,purchase,-77.04386764900288,38.911323166658676
11001004300,2011,T11001004300,0,0,2,0,2,69,total,purchase,-77.03349952350054,38.91412822279702
11001004300,2011,T11001004300,0,0,2,0,2,69,total,purchase,-77.03295705159036,38.91456179856417
11001004400,2011,T11001004400,1,0,6,0,7,70,total,purchase,-77.02714925875314,38.92024204616437
11001004400,2011,T11001004400,1,0,6,0,7,70,total,purchase,-77.0319361110542,38.91612705812769
11001004400,2011,T11001004400,1,0,6,0,7,70,total,purchase,-77.02775874630818,38.915439353582116
11001004400,2011,T11001004400,1,0,6,0,7,70,total,purchase,-77.02943044630005,38.91998939622535
11001004400,2011,T11001004400,1,0,6,0,7,70,total,purchase,-77.02665272704019,38.91839049947365
11001004400,2011,T11001004400,1,0,6,0,7,70,total,purchase,-77.02242430117734,38.91632815880109
11001004400,2011,T11001004400,1,0,6,0,7,70,total,purchase,-77.03164751591981,38.91665143857589
11001004600,2011,T11001004600,0,0,2,0,2,71,total,purchase,-77.01531087428222,38.91096930308479
11001004600,2011,T11001004600,0,0,2,0,2,71,total,purchase,-77.01266452622825,38.9101186953626
11001004700,2011,T11001004700,0,0,2,0,2,72,total,purchase,-77.01749634293529,38.90189012646704
11001004700,2011,T11001004700,0,0,2,0,2,72,total,purchase,-77.01514828661048,38.90054849916145
11001004801,2011,T11001004801,1,0,2,1,4,73,total,purchase,-77.02047603846171,38.912668241187475
11001004801,2011,T11001004801,1,0,2,1,4,73,total,purchase,-77.02031914848462,38.914251237075995
11001004801,2011,T11001004801,1,0,2,1,4,73,total,purchase,-77.02169830302076,38.91136669459439
11001004801,2011,T11001004801,1,0,2,1,4,73,total,purchase,-77.0204044720668,38.915392019933556
11001004802,2011,T11001004802,0,0,2,0,2,74,total,purchase,-77.02141737584553,38.906879801008
11001004802,2011,T11001004802,0,0,2,0,2,74,total,purchase,-77.01717186642692,38.90548557633412
11001004901,2011,T11001004901,0,0,1,0,1,75,total,purchase,-77.02469622236055,38.91334961134909
11001004902,2011,T11001004902,0,1,2,0,3,76,total,purchase,-77.0255458422367,38.90584875559461
11001004902,2011,T11001004902,0,1,2,0,3,76,total,purchase,-77.02359571913753,38.906826101433744
11001004902,2011,T11001004902,0,1,2,0,3,76,total,purchase,-77.02543731786427,38.90461145596617
11001005e3,2011,T11001005000,0,0,6,1,7,77,total,purchase,-77.03064763978254,38.91370431870386
11001005e3,2011,T11001005000,0,0,6,1,7,77,total,purchase,-77.02962954725545,38.91288291702786
11001005e3,2011,T11001005000,0,0,6,1,7,77,total,purchase,-77.02862205742211,38.9059162155437
11001005e3,2011,T11001005000,0,0,6,1,7,77,total,purchase,-77.02987221158719,38.90772380891202
11001005e3,2011,T11001005000,0,0,6,1,7,77,total,purchase,-77.03052329266819,38.91081366669063
11001005e3,2011,T11001005000,0,0,6,1,7,77,total,purchase,-77.03097475357897,38.90876493177349
11001005e3,2011,T11001005000,0,0,6,1,7,77,total,purchase,-77.02757302737686,38.90487406958839
11001005100,2011,T11001005100,0,0,2,0,2,78,total,purchase,-77.02776394179324,38.902033737783015
11001005100,2011,T11001005100,0,0,2,0,2,78,total,purchase,-77.03439441909738,38.900687187049584
11001005301,2011,T11001005301,0,0,4,1,5,80,total,purchase,-77.03781872574864,38.91295143511217
11001005301,2011,T11001005301,0,0,4,1,5,80,total,purchase,-77.04093546718383,38.910097132084644
11001005301,2011,T11001005301,0,0,4,1,5,80,total,purchase,-77.03775446107576,38.91116610417894
11001005301,2011,T11001005301,0,0,4,1,5,80,total,purchase,-77.03725704403158,38.91353550306129
11001005301,2011,T11001005301,0,0,4,1,5,80,total,purchase,-77.03682701436011,38.91156948226199
11001005600,2011,T11001005600,0,0,2,0,2,84,total,purchase,-77.05388601532624,38.90263708142617
11001005600,2011,T11001005600,0,0,2,0,2,84,total,purchase,-77.0555557538112,38.897930351519605
11001005800,2011,T11001005800,0,0,2,1,3,87,total,purchase,-77.02402493402143,38.897009032412974
11001005800,2011,T11001005800,0,0,2,1,3,87,total,purchase,-77.02377415004362,38.89885535064163
11001005800,2011,T11001005800,0,0,2,1,3,87,total,purchase,-77.01920085340879,38.898309660670876
11001005900,2011,T11001005900,0,0,1,0,1,88,total,purchase,-77.01867867731876,38.894515787894406
11001006001,2011,T11001006001,0,0,4,1,5,89,total,purchase,-77.01297905113891,38.88497189234471
11001006001,2011,T11001006001,0,0,4,1,5,89,total,purchase,-77.01263055861185,38.88219801378278
11001006001,2011,T11001006001,0,0,4,1,5,89,total,purchase,-77.01119086282974,38.88366783548787
11001006001,2011,T11001006001,0,0,4,1,5,89,total,purchase,-77.01150100739791,38.88056244129286
11001006001,2011,T11001006001,0,0,4,1,5,89,total,purchase,-77.01703138839196,38.88374172162582
11001006100,2011,T11001006100,0,0,1,0,1,91,total,purchase,-77.01900012098085,38.885073031491835
11001000300,2011,T11001000300,0,0,5,0,5,93,total,purchase,-77.071737393408,38.91913223010057
11001000300,2011,T11001000300,0,0,5,0,5,93,total,purchase,-77.07025523031089,38.91471751060783
11001000300,2011,T11001000300,0,0,5,0,5,93,total,purchase,-77.07480006084643,38.91340523789942
11001000300,2011,T11001000300,0,0,5,0,5,93,total,purchase,-77.07354190248707,38.92110492311534
11001000300,2011,T11001000300,0,0,5,0,5,93,total,purchase,-77.0776549878274,38.91718129581138
11001006202,2011,T11001006202,0,0,1,0,1,94,total,purchase,-77.02870000840747,38.89394614136882
11001006301,2011,T11001006301,1,1,3,0,5,95,total,purchase,-77.01984875159232,38.873856575874676
11001006301,2011,T11001006301,1,1,3,0,5,95,total,purchase,-77.01384633711514,38.87242872943564
11001006301,2011,T11001006301,1,1,3,0,5,95,total,purchase,-77.01492904973972,38.873199152853424
11001006301,2011,T11001006301,1,1,3,0,5,95,total,purchase,-77.01866810328596,38.873102309940386
11001006301,2011,T11001006301,1,1,3,0,5,95,total,purchase,-77.01753257277096,38.873036588686105
11001006500,2011,T11001006500,0,0,2,0,2,97,total,purchase,-77.00827675383022,38.88162686818811
11001006500,2011,T11001006500,0,0,2,0,2,97,total,purchase,-77.0042435324772,38.88178237076349
11001006700,2011,T11001006700,0,0,4,0,4,98,total,purchase,-76.98991989885398,38.88788819253914
11001006700,2011,T11001006700,0,0,4,0,4,98,total,purchase,-76.99424500436828,38.88541770544027
11001006700,2011,T11001006700,0,0,4,0,4,98,total,purchase,-76.98848492021403,38.888964761985484
11001006700,2011,T11001006700,0,0,4,0,4,98,total,purchase,-76.98837374446155,38.88755892640135
11001006600,2011,T11001006600,0,0,2,0,2,99,total,purchase,-76.99888255289102,38.889179954503916
11001006600,2011,T11001006600,0,0,2,0,2,99,total,purchase,-76.998132367939,38.88725307692822
11001007e3,2011,T11001007000,0,0,2,0,2,100,total,purchase,-76.99198600495586,38.88074850673125
11001007e3,2011,T11001007000,0,0,2,0,2,100,total,purchase,-76.99405785606731,38.87889892712667
11001006801,2011,T11001006801,0,0,3,0,3,101,total,purchase,-76.98096483186492,38.88826171149528
11001006801,2011,T11001006801,0,0,3,0,3,101,total,purchase,-76.98182464189883,38.88743499628291
11001006801,2011,T11001006801,0,0,3,0,3,101,total,purchase,-76.9815877912195,38.889710354854195
11001006802,2011,T11001006802,0,0,3,0,3,102,total,purchase,-76.97942450388585,38.88285443102228
11001006802,2011,T11001006802,0,0,3,0,3,102,total,purchase,-76.98144667428463,38.879914810214466
11001006802,2011,T11001006802,0,0,3,0,3,102,total,purchase,-76.98277937227384,38.88663392871571
11001006900,2011,T11001006900,0,0,4,0,4,104,total,purchase,-76.98751298612657,38.88507980251797
11001006900,2011,T11001006900,0,0,4,0,4,104,total,purchase,-76.99158775104279,38.88490019808587
11001006900,2011,T11001006900,0,0,4,0,4,104,total,purchase,-76.98416777966851,38.88134305227261
11001006900,2011,T11001006900,0,0,4,0,4,104,total,purchase,-76.9886423706625,38.883866682608314
11001007100,2011,T11001007100,0,0,2,0,2,106,total,purchase,-76.98627778281315,38.88048194309891
11001007100,2011,T11001007100,0,0,2,0,2,106,total,purchase,-76.98874074539943,38.87658805482919
11001007200,2011,T11001007200,0,0,7,0,7,107,total,purchase,-77.00273467403737,38.87639248578364
11001007200,2011,T11001007200,0,0,7,0,7,107,total,purchase,-77.00380066432577,38.87751121177604
11001007200,2011,T11001007200,0,0,7,0,7,107,total,purchase,-76.99372479414808,38.878135121097294
11001007200,2011,T11001007200,0,0,7,0,7,107,total,purchase,-77.00477866467439,38.87850483362739
11001007200,2011,T11001007200,0,0,7,0,7,107,total,purchase,-77.00545443286099,38.87858044048956
11001007200,2011,T11001007200,0,0,7,0,7,107,total,purchase,-76.99418725931915,38.878047452819864
11001007200,2011,T11001007200,0,0,7,0,7,107,total,purchase,-77.00193590927815,38.87152712620371
11001007302,2011,T11001007302,1,0,0,0,1,109,total,purchase,-77.00650902387206,38.851230627277424
11001007304,2011,T11001007304,1,0,0,0,1,110,total,purchase,-76.99399624856886,38.8428304866008
11001007404,2011,T11001007404,1,0,0,0,1,113,total,purchase,-76.9846512254477,38.846727260292205
11001007407,2011,T11001007407,1,0,0,0,1,115,total,purchase,-76.98298306487808,38.856819277074216
11001007503,2011,T11001007503,1,0,0,0,1,119,total,purchase,-76.98669639943273,38.86580837204481
11001007504,2011,T11001007504,1,0,0,0,1,120,total,purchase,-76.98197819459902,38.85978450818455
11001007601,2011,T11001007601,2,0,0,0,2,121,total,purchase,-76.97847643724992,38.87143176764615
11001007601,2011,T11001007601,2,0,0,0,2,121,total,purchase,-76.9815976615137,38.86912011949819
11001007603,2011,T11001007603,1,0,0,0,1,122,total,purchase,-76.94954316796876,38.86445952908191
11001007703,2011,T11001007703,1,0,0,0,1,125,total,purchase,-76.94730203842273,38.887015422902714
11001007707,2011,T11001007707,1,0,0,0,1,126,total,purchase,-76.93533915719395,38.87484710763544
11001007709,2011,T11001007709,1,0,0,0,1,128,total,purchase,-76.97188309054486,38.87589112261875
11001007803,2011,T11001007803,1,0,0,0,1,129,total,purchase,-76.93590616736151,38.8901410969007
11001007804,2011,T11001007804,1,0,0,0,1,130,total,purchase,-76.93069053157114,38.89772835375816
11001007807,2011,T11001007807,1,0,0,0,1,131,total,purchase,-76.91669483080365,38.89831128387051
11001007808,2011,T11001007808,2,0,0,0,2,132,total,purchase,-76.91303198505604,38.89029400193463
11001007808,2011,T11001007808,2,0,0,0,2,132,total,purchase,-76.91531079912505,38.894928980982044
11001007809,2011,T11001007809,2,0,0,0,2,133,total,purchase,-76.93202109582809,38.90149408529821
11001007809,2011,T11001007809,2,0,0,0,2,133,total,purchase,-76.9343547397207,38.90041449204198
11001008100,2011,T11001008100,0,0,3,0,3,134,total,purchase,-76.99212702231628,38.89394766276843
11001008100,2011,T11001008100,0,0,3,0,3,134,total,purchase,-76.99243142383277,38.893143126625894
11001008100,2011,T11001008100,0,0,3,0,3,134,total,purchase,-76.99447052284565,38.89044059465599
11001007901,2011,T11001007901,1,0,2,0,3,135,total,purchase,-76.98258038094205,38.897873106663916
11001007901,2011,T11001007901,1,0,2,0,3,135,total,purchase,-76.97923297544129,38.897535455925656
11001007901,2011,T11001007901,1,0,2,0,3,135,total,purchase,-76.98261329631276,38.8943500437109
11001007903,2011,T11001007903,1,0,1,0,2,136,total,purchase,-76.97450728282598,38.89766257534084
11001007903,2011,T11001007903,1,0,1,0,2,136,total,purchase,-76.97365904676927,38.89771173051801
11001008001,2011,T11001008001,0,0,5,0,5,137,total,purchase,-76.9850302016794,38.897702168292675
11001008001,2011,T11001008001,0,0,5,0,5,137,total,purchase,-76.98705761504941,38.894977986019235
11001008001,2011,T11001008001,0,0,5,0,5,137,total,purchase,-76.9865597994504,38.89405022529005
11001008001,2011,T11001008001,0,0,5,0,5,137,total,purchase,-76.98578580761367,38.89517317522124
11001008001,2011,T11001008001,0,0,5,0,5,137,total,purchase,-76.98587495519752,38.89649951881262
11001008002,2011,T11001008002,0,0,5,0,5,138,total,purchase,-76.9763555406651,38.89188790587177
11001008002,2011,T11001008002,0,0,5,0,5,138,total,purchase,-76.98035946886228,38.88988297455609
11001008002,2011,T11001008002,0,0,5,0,5,138,total,purchase,-76.98972119934918,38.88966039553925
11001008002,2011,T11001008002,0,0,5,0,5,138,total,purchase,-76.98847184022694,38.89216592153045
11001008002,2011,T11001008002,0,0,5,0,5,138,total,purchase,-76.97495133454919,38.89089705557008
11001009e3,2011,T11001009000,1,0,0,0,1,139,total,purchase,-76.94744123259703,38.92024860563698
11001009101,2011,T11001009101,2,0,1,0,3,140,total,purchase,-76.9696513111658,38.925165038123865
11001009101,2011,T11001009101,2,0,1,0,3,140,total,purchase,-76.96605571647353,38.923263326807664
11001009101,2011,T11001009101,2,0,1,0,3,140,total,purchase,-76.97192199271855,38.929180788582336
11001008200,2011,T11001008200,0,0,2,0,2,141,total,purchase,-76.9969412216863,38.89041263622446
11001008200,2011,T11001008200,0,0,2,0,2,141,total,purchase,-76.99843453151301,38.892940400695615
11001008301,2011,T11001008301,0,0,2,0,2,142,total,purchase,-77.00282142835408,38.89781755199802
11001008301,2011,T11001008301,0,0,2,0,2,142,total,purchase,-77.00314659666084,38.896500260667125
11001008302,2011,T11001008302,0,0,2,0,2,143,total,purchase,-76.99651478313646,38.8992383088135
11001008302,2011,T11001008302,0,0,2,0,2,143,total,purchase,-76.99531378519427,38.894953981596174
11001008402,2011,T11001008402,0,0,2,0,2,144,total,purchase,-76.990447982355107,38.897578221602046
11001008402,2011,T11001008402,0,0,2,0,2,144,total,purchase,-76.99235588122423,38.900162439323914
11001008410,2011,T11001008410,0,0,2,0,2,145,total,purchase,-76.98737008058026,38.90069436637327
11001008410,2011,T11001008410,0,0,2,0,2,145,total,purchase,-76.99319812133048,38.903691675005504
11001008701,2011,T11001008701,0,0,2,0,2,147,total,purchase,-77.00743626487602,38.91159934993272
11001008701,2011,T11001008701,0,0,2,0,2,147,total,purchase,-77.005266485472,38.91026677442155
11001008702,2011,T11001008702,1,0,1,0,2,148,total,purchase,-77.00278744442541,38.91310788504688
11001008702,2011,T11001008702,1,0,1,0,2,148,total,purchase,-77.00231692207142,38.91851911806734
11001008802,2011,T11001008802,0,0,2,0,2,149,total,purchase,-76.98667284645556,38.90248734185528
11001008802,2011,T11001008802,0,0,2,0,2,149,total,purchase,-76.98864211331812,38.90287302355031
11001008803,2011,T11001008803,1,0,0,0,1,150,total,purchase,-76.98882269329124,38.91257300876413
11001008804,2011,T11001008804,1,0,1,0,2,151,total,purchase,-76.9816830575996,38.90824143028947
11001008804,2011,T11001008804,1,0,1,0,2,151,total,purchase,-76.97877105057104,38.90996035518685
11001008903,2011,T11001008903,1,0,1,0,2,152,total,purchase,-76.97572492507012,38.904590905649485
11001008903,2011,T11001008903,1,0,1,0,2,152,total,purchase,-76.97813269220964,38.90682597327728
11001008904,2011,T11001008904,1,0,0,0,1,153,total,purchase,-76.97615226688373,38.901422390216574
11001009801,2011,T11001009801,1,0,0,0,1,155,total,purchase,-76.99469093499258,38.83659586990501
11001009201,2011,T11001009201,1,0,3,0,4,156,total,purchase,-76.99428682697591,38.926888705153154
11001009201,2011,T11001009201,1,0,3,0,4,156,total,purchase,-76.99459971804602,38.931196857130224
11001009201,2011,T11001009201,1,0,3,0,4,156,total,purchase,-76.99831342453437,38.92844099732566
11001009201,2011,T11001009201,1,0,3,0,4,156,total,purchase,-77.00303844723042,38.92930541143415
11001009102,2011,T11001009102,1,0,0,0,1,157,total,purchase,-76.99446717918863,38.91862373736676
11001009203,2011,T11001009203,1,0,1,0,2,159,total,purchase,-77.00617403363361,38.924928922044025
11001009203,2011,T11001009203,1,0,1,0,2,159,total,purchase,-77.00462166063016,38.92414074980593
11001009400,2011,T11001009400,2,0,1,0,3,160,total,purchase,-76.97209551318963,38.9331134351781
11001009400,2011,T11001009400,2,0,1,0,3,160,total,purchase,-76.96832665593774,38.93869775491129
11001009400,2011,T11001009400,2,0,1,0,3,160,total,purchase,-76.97599963823268,38.93126574222192
11001009301,2011,T11001009301,0,0,2,0,2,161,total,purchase,-76.98115170465462,38.93245654548733
11001009301,2011,T11001009301,0,0,2,0,2,161,total,purchase,-76.98671602321934,38.93029831502854
11001009302,2011,T11001009302,0,0,1,0,1,162,total,purchase,-76.98699222275388,38.92426664498332
11001009503,2011,T11001009503,1,0,1,0,2,164,total,purchase,-76.98579778844976,38.947990914980764
11001009503,2011,T11001009503,1,0,1,0,2,164,total,purchase,-76.98177921914014,38.94914146610677
11001009505,2011,T11001009505,1,0,1,0,2,165,total,purchase,-77.00851713746087,38.95662588179367
11001009505,2011,T11001009505,1,0,1,0,2,165,total,purchase,-77.00306160253571,38.95946329973362
11001009507,2011,T11001009507,1,0,0,0,1,166,total,purchase,-76.99892482114832,38.95785500297149
11001009508,2011,T11001009508,1,0,0,0,1,167,total,purchase,-76.99475891589314,38.95487888583381
11001009509,2011,T11001009509,2,0,1,0,3,168,total,purchase,-76.99858459813859,38.949805108787324
11001009509,2011,T11001009509,2,0,1,0,3,168,total,purchase,-76.99503164484437,38.951204254821384
11001009509,2011,T11001009509,2,0,1,0,3,168,total,purchase,-76.99832552758447,38.94929174498655
11001009601,2011,T11001009601,1,0,0,0,1,169,total,purchase,-76.94115534202837,38.91011073804431
11001009603,2011,T11001009603,1,0,0,0,1,171,total,purchase,-76.95507132707486,38.890736224153265
11001009604,2011,T11001009604,1,0,0,0,1,172,total,purchase,-76.95903463076007,38.896111761719794
11001009700,2011,T11001009700,1,0,0,0,1,173,total,purchase,-76.99001707728233,38.83119755119338
11001009807,2011,T11001009807,1,0,0,0,1,177,total,purchase,-77.01673979854428,38.82895797784308
11001009901,2011,T11001009901,1,0,0,0,1,181,total,purchase,-76.95419222981215,38.875510630348266
11001009902,2011,T11001009902,2,0,0,0,2,182,total,purchase,-76.94190555161668,38.86820108471504
11001009902,2011,T11001009902,2,0,0,0,2,182,total,purchase,-76.9463702809911,38.877040707310655
11001009903,2011,T11001009903,1,0,0,0,1,183,total,purchase,-76.92494154385669,38.887401677585075
11001009904,2011,T11001009904,1,0,0,0,1,184,total,purchase,-76.93335669318573,38.88199882870319
11001009905,2011,T11001009905,2,0,0,0,2,185,total,purchase,-76.92634554547924,38.88168785560437
11001009905,2011,T11001009905,2,0,0,0,2,185,total,purchase,-76.92642314099605,38.886871289587326
11001009906,2011,T11001009906,1,0,0,0,1,186,total,purchase,-76.93356617280554,38.88909784927621
11001009907,2011,T11001009907,1,0,0,0,1,187,total,purchase,-76.94093925727003,38.88040290763072
11001005500,2011,T11001005500,0,0,4,1,5,188,total,purchase,-77.04667484205626,38.906869228385474
11001005500,2011,T11001005500,0,0,4,1,5,188,total,purchase,-77.04735395462603,38.90762960019476
11001005500,2011,T11001005500,0,0,4,1,5,188,total,purchase,-77.04828039004872,38.90697878854494
11001005500,2011,T11001005500,0,0,4,1,5,188,total,purchase,-77.04811659572269,38.90665616020385
11001005500,2011,T11001005500,0,0,4,1,5,188,total,purchase,-77.04981270523852,38.90829760300902
11001008500,2011,T11001008500,2,0,4,1,7,2,aa,refi,-76.99835582916825,38.90081474015064
11001008500,2011,T11001008500,2,0,4,1,7,2,aa,refi,-76.99746998615662,38.90284811805982
11001009504,2011,T11001009504,1,0,1,0,2,4,aa,refi,-76.99577214395322,38.94528769498469
11001007806,2011,T11001007806,1,0,0,0,1,5,aa,refi,-76.93463870958958,38.907820404428286
11001001001,2011,T11001001001,1,1,24,1,27,19,aa,refi,-77.08707375971882,38.940371414589656
11001001301,2011,T11001001301,1,0,6,0,7,23,aa,refi,-77.0488067440796,38.95197692277744
11001001402,2011,T11001001402,1,1,8,0,10,26,aa,refi,-77.0619010812821,38.96266508323765
11001001500,2011,T11001001500,2,0,20,1,23,27,aa,refi,-77.06547238666079,38.96725346496744
11001001500,2011,T11001001500,2,0,20,1,23,27,aa,refi,-77.07016895252653,38.97102974974939
11001001600,2011,T11001001600,7,0,5,0,12,28,aa,refi,-77.0392486675,38.97509418559935
11001001600,2011,T11001001600,7,0,5,0,12,28,aa,refi,-77.0508822422811,38.98679854896788
11001001600,2011,T11001001600,7,0,5,0,12,28,aa,refi,-77.04766848371845,38.987769695507424
11001001600,2011,T11001001600,7,0,5,0,12,28,aa,refi,-77.02880379057295,38.980657916303265
11001001600,2011,T11001001600,7,0,5,0,12,28,aa,refi,-77.03491157694387,38.99064749646883
11001001600,2011,T11001001600,7,0,5,0,12,28,aa,refi,-77.04380238304296,38.989698856053714
11001001600,2011,T11001001600,7,0,5,0,12,28,aa,refi,-77.03635922599736,38.97923535753921
11001001701,2011,T11001001701,2,0,1,0,3,29,aa,refi,-77.023260742625,38.97582351877122
11001001701,2011,T11001001701,2,0,1,0,3,29,aa,refi,-77.02311080262858,38.97626819888197
11001001702,2011,T11001001702,1,0,2,0,3,30,aa,refi,-77.01957401157739,38.97559803405861
11001001803,2011,T11001001803,1,0,0,0,1,32,aa,refi,-77.04691913141481,38.96613315218473
11001001804,2011,T11001001804,2,0,1,0,3,33,aa,refi,-77.02856564748072,38.9692924816322
11001001804,2011,T11001001804,2,0,1,0,3,33,aa,refi,-77.02950167315845,38.96287394196074
11001001901,2011,T11001001901,4,0,1,0,5,34,aa,refi,-77.02367108166357,38.963116567244604
11001001901,2011,T11001001901,4,0,1,0,5,34,aa,refi,-77.02137646391354,38.966882428866896
11001001901,2011,T11001001901,4,0,1,0,5,34,aa,refi,-77.02692605253137,38.96086034128014
11001001901,2011,T11001001901,4,0,1,0,5,34,aa,refi,-77.02720521067477,38.96221567672277
11001001902,2011,T11001001902,2,0,1,0,3,35,aa,refi,-77.01411084397012,38.95994011474148
11001001902,2011,T11001001902,2,0,1,0,3,35,aa,refi,-77.01265143651176,38.96364827629851
11001002001,2011,T11001002001,2,0,1,0,3,36,aa,refi,-77.03495085471252,38.956522182167156
11001002001,2011,T11001002001,2,0,1,0,3,36,aa,refi,-77.03546240892088,38.95585180247348
11001002002,2011,T11001002002,2,0,2,0,4,37,aa,refi,-77.03227182534584,38.95555603624763
11001002002,2011,T11001002002,2,0,2,0,4,37,aa,refi,-77.02830214838927,38.9470462125402
